XPosts,Xcomments,XRts,Xlikes,XCommsPPost,XRTsPPost,XlikesPPost,FBPosts,FBReactions,FBComments,FBShares,FBReactsPPost,FBCommsPPost,FBSharesPPost,IGPosts,IGLikes,IGLikesPPost,YTPosts,YTViews,YTViewsPPost,Candidate,Window,Ref. Date,Institute,Target
35.0,39437.0,78516.0,255696.0,7988.0,16428.0,51851.0,39.0,464700.0,52340.0,36684.0,83992.0,9462.0,6997.0,23.0,231529.0,71638.0,6.0,335500.0,193200.0,Claudia,7,2023-09-15,Enkoll,26
35.0,39437.0,78516.0,255696.0,7988.0,16428.0,51851.0,39.0,464700.0,52340.0,36684.0,83992.0,9462.0,6997.0,23.0,231529.0,71638.0,6.0,335500.0,193200.0,Claudia,7,2023-09-15,GEA-ISA,34
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,Covarrubias,21
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,El FInanciero,28
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,Enkoll,27
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,Mendoza Blanco,24
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,Mitofsky,27
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,Parametría,17
37.0,21429.0,50839.0,112400.0,4094.0,8689.0,22615.0,54.0,338600.0,50888.0,31393.0,45396.0,7540.0,4398.0,41.0,319086.0,55671.0,11.0,217179.0,137153.0,Claudia,7,2023-10-15,Simo,22
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Buendía y Márquez,24
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Covarrubias,22
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Demotecnia,14
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,El Financiero,31
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Enkoll,23
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Mendoza Blanco,24
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Mitofsky,27
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Parametría,25
37.0,29437.0,46826.0,134500.0,5502.0,9047.0,25847.0,55.0,217663.0,28465.0,24737.0,28337.0,4118.0,3266.0,38.0,209309.0,40121.0,12.0,68563.0,40238.0,Claudia,7,2023-11-15,Reforma,25
52.0,22591.0,60460.0,160500.0,3233.0,8492.0,22555.0,84.0,284400.0,39172.0,29009.0,23168.0,3225.0,2388.0,61.0,201894.0,22511.0,27.0,543325.0,156928.0,Claudia,7,2023-12-15,Berumen,27
52.0,22591.0,60460.0,160500.0,3233.0,8492.0,22555.0,84.0,284400.0,39172.0,29009.0,23168.0,3225.0,2388.0,61.0,201894.0,22511.0,27.0,543325.0,156928.0,Claudia,7,2023-12-15,Citibanamex,24
52.0,22591.0,60460.0,160500.0,3233.0,8492.0,22555.0,84.0,284400.0,39172.0,29009.0,23168.0,3225.0,2388.0,61.0,201894.0,22511.0,27.0,543325.0,156928.0,Claudia,7,2023-12-15,Covarrubias,22
52.0,22591.0,60460.0,160500.0,3233.0,8492.0,22555.0,84.0,284400.0,39172.0,29009.0,23168.0,3225.0,2388.0,61.0,201894.0,22511.0,27.0,543325.0,156928.0,Claudia,7,2023-12-15,Demotecnia,13
52.0,22591.0,60460.0,160500.0,3233.0,8492.0,22555.0,84.0,284400.0,39172.0,29009.0,23168.0,3225.0,2388.0,61.0,201894.0,22511.0,27.0,543325.0,156928.0,Claudia,7,2023-12-15,El Financiero,30
52.0,22591.0,60460.0,160500.0,3233.0,8492.0,22555.0,84.0,284400.0,39172.0,29009.0,23168.0,3225.0,2388.0,61.0,201894.0,22511.0,27.0,543325.0,156928.0,Claudia,7,2023-12-15,GEA-ISA,30
